,Laptop Models,Operating System,Screen Size,Screen Resolution,Touchscreen,Processor,Graphics Processor,RAM,Hard Drive Capacity,Weight,Webcam,Fingerprint Scanner,Price
1552,Asus G533ZXZ-LN116WS ( 32GB 1TB SSD 16GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),2560 x 1440 pixels,No,Intel Core i9 (12th Gen),NVIDIA GeForce RTX 3080 Ti,32GB,1TB,2.30 Kg,,,"Rs. 2,41,990"
1553,Apple M2 MLY43HN/A ( 8GB 512GB SSD macOS Monterey) Laptop,macOS Monterey,13.6 inch(34.54 cm),2560 x 1664 pixels,No,Apple M2,Apple M2 Integrated,8GB,512GB,1.24 Kg,Yes,,"Rs. 1,37,990"
1554,Asus H7600ZW-L911WS ( 32GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),3840 x 2400 pixels,Yes,Intel Core i9 (12th Gen),NVIDIA GeForce RTX 3070 Ti,32GB,1TB,2.40 Kg,Yes,Yes,"Rs. 2,39,990"
1555,HP x360 13-ay1062AU ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),1920 x 1080 pixels,Yes,AMD Hexa-Core Ryzen 5,AMD Radeon,8GB,512GB,1.32 Kg,Yes,Yes,"Rs. 81,990"
1556,HP G8 (62Y23PA) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Dual-Core Ryzen 3,AMD Radeon Vega 8,8GB,512GB,1.78 Kg,Yes,No,"Rs. 30,490"
1557,Asus GA503RW-LN067WS ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),2560 x 1440 pixels,No,AMD Octa-Core Ryzen 9,NVIDIA GeForce RTX 3070 Ti,16GB,1TB,1.90 Kg,Yes,,"Rs. 1,44,990"
1558,Dell 5620 (D552272WIN9SE) (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11,16 inch(40.64 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),Intel Integrated,8GB,512GB,1.91 Kg,Yes,Yes,"Rs. 74,500"
1559,Asus Space Edition UX5401ZAS-KN521WS (Intel Core i5 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2880 x 1800 pixels,Yes,Intel Core i5 (12th Gen),Intel Iris Xe,16GB,512GB,1.40 Kg,Yes,Yes,"Rs. 1,12,000"
1560,Asus H7600ZM-L701WS (Intel Core i7 (12th Gen) 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),3840 x 2400 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3060,16GB,1TB,2.40 Kg,Yes,Yes,"Rs. 1,65,790"
1561,Asus H7600ZW-L711WS (Intel Core i7 (12th Gen) 32GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),3840 x 2400 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3070 Ti,32GB,1TB,2.40 Kg,Yes,Yes,"Rs. 2,19,990"
1562,Lenovo V14 (82KA00G8IH) (Intel Core i3 (11th Gen) 8GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,256GB,,Yes,No,"Rs. 36,500"
1563,HP 15-fa0354TX (6N031PA) ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3050 Ti,16GB,512GB,2.29 Kg,Yes,No,"Rs. 92,990"
1564,Asus E410KA-EK103WS ( 8GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Pentium Quad-Core,Intel UHD,8GB,256GB,1.3 Kg,Yes,,"Rs. 29,999"
1565,Asus G733CX-LL013WS ( 32GB 2TB SSD 16GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),2560 x 1440 pixels,No,Intel Core i9 (12th Gen),NVIDIA GeForce RTX 3080,32GB,2TB,3 Kg,,,"Rs. 2,69,990"
1566,Asus Flip TN3402QA-LZ501WS ( 8GB 512GB SSD Windows 11) Laptop,Windows 11,14 inch(35.56 cm),1920 x 1080 pixels,Yes,AMD Hexa-Core Ryzen 5,AMD Radeon,8GB,512GB,,Yes,,"Rs. 54,990"
1567,HP G8 (6B5R4PA) (Intel Core i3 (11th Gen) 8GB 512GB SSD ) Laptop,DOS,14 inch(35.56 cm),1366 x 768 pixels,No,Intel Core i3 (11th Gen),Intel Iris Xe Graphics,8GB,512GB,1.47 Kg,Yes,No,"Rs. 32,999"
1568,Asus G513RM-HF328WS ( 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3060,16GB,1TB,2.30 Kg,,,"Rs. 1,16,990"
1569,Asus GA402RJZ-L4135WS ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1200 pixels,No,AMD Octa-Core Ryzen 7,AMD Radeon RX 6700S,16GB,1TB,1.65 Kg,Yes,,"Rs. 1,24,990"
1570,Apple M1 Max MK1A3HN/A (Apple M1 Max 32GB 1TB SSD macOS Monterey) Laptop,macOS Monterey,16.2 inch(41.15 cm),3456 x 2234 pixels,No,Apple M1 Max,Apple M1,32GB,1TB,2.2 Kg,Yes,,"Rs. 3,09,490"
1571,Dell 5320 (D560852WIN9S) (Intel Core i7 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11,13.3 inch(33.78 cm),2560 x 1600 pixels,No,Intel Core i7 (12th Gen),Intel Integrated,16GB,512GB,1.59 Kg,Yes,Yes,"Rs. 91,690"
1572,Asus H7600ZM-L901WS (Intel Core i9 (12th Gen) 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),3840 x 2400 pixels,No,Intel Core i9 (12th Gen),NVIDIA GeForce RTX 3060,16GB,1TB,2.40 Kg,Yes,Yes,"Rs. 1,79,990"
1573,Lenovo E15 (20TDS0A000) (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel UHD,8GB,512GB,1.7 Kg,Yes,No,"Rs. 72,699"
1574,Gigabyte AORUS 15 XE5 ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),2560 x 1440 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3070 Ti,16GB,1TB,2.40 Kg,Yes,,"Rs. 2,39,800"
1575,Asus GV601RM-M6054WS ( 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11,16 inch(40.64 cm),2560 x 1600 pixels,Yes,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3060,16GB,1TB,2 Kg,Yes,,"Rs. 1,67,990"
1576,Dell 3400 (D552260WIN9B) (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Integrated,8GB,512GB,1.59 Kg,Yes,,"Rs. 54,590"
1577,Dell 3515 (D560706WIN9S) ( 8GB 1TB256GB SSD HDD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,,AMD Quad-Core Ryzen 5,AMD Radeon,8GB,1TB,1.8 Kg,Yes,,"Rs. 50,090"
1578,Dell G15-5525 (D560819WIN9B) ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3050,16GB,512GB,2.51 Kg,Yes,,"Rs. 89,990"
1579,Asus GA503RM-HQ057WS ( 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),2560 x 1440 pixels,No,AMD Octa-Core Ryzen 9,AMD Radeon,16GB,1TB,1.90 Kg,Yes,,"Rs. 1,39,990"
1580,Acer SF314-55-55UT (NX.H3WAA.001) (Intel Core i5 (8th Gen) 8GB 256GB SSD Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (8th Gen),Intel UHD 620,8GB,256GB,2.13 Kg,Yes,Yes,"Rs. 84,193"
1581,Gigabyte AORUS 15 XE4 (Intel Core i7 (12th Gen) 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),2560 x 1440 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3070 Ti,16GB,1TB,2.40 Kg,Yes,,"Rs. 1,19,990"
1582,Dell X14 R1 (D569938WIN9) (Intel Core i7 (12th Gen) 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3050,16GB,512GB,1.8 Kg,Yes,Yes,"Rs. 1,54,990"
1583,Dell 3515 (D560703WIN9S) ( 8GB 1TB256GB SSD HDD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Dual-Core Ryzen 3,AMD Radeon,8GB,1TB,1.8 Kg,Yes,No,"Rs. 43,500"
1584,HP x360 14-dy1047TU (661W9PA) ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,Yes,Intel Core i7 (11th Gen),Intel Iris Xe,16GB,512GB,1.52 Kg,Yes,Yes,"Rs. 85,800"
1585,HP 14-EC1008AU (6D9T4PA) ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,AMD Radeon,16GB,512GB,1.41 Kg,Yes,Yes,"Rs. 76,999"
1586,Lenovo (82A300MBIN) (Intel Core i5 (11th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,16GB,512GB,1.36 Kg,Yes,No,"Rs. 76,200"
1587,HP 15-fb0051AX (6F9T9PA) ( 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,NVIDIA GeForce RTX 3050 Ti,8GB,512GB,2.29 Kg,Yes,,"Rs. 68,890"
1588,Asus GA503RM-LN095WS ( 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),2560 x 1440 pixels,No,AMD Octa-Core Ryzen 9,NVIDIA GeForce RTX 3060,16GB,1TB,1.90 Kg,Yes,,"Rs. 1,31,990"
1589,Asus GA503RM-HQ111WS ( 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),2560 x 1440 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3060,16GB,1TB,1.90 Kg,Yes,,"Rs. 1,10,990"
1590,Asus UX430UA-DH74 (Intel Core i7 (8th Gen) 16GB 512GB SSD Windows 10) Laptop,Windows 10,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i7 (8th Gen),Intel HD 620,16GB,512GB,1.25 Kg,Yes,Yes,"Rs. 1,31,988"
1591,MSI 12UHS-054IN ( 64GB 2TB SSD 16GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),3840 x 2160 pixels,No,Intel Core i9 (12th Gen),NVIDIA GeForce RTX 3080 Ti,64GB,2TB,3.3 Kg,Yes,No,"Rs. 4,50,000"
1592,Dell x15 R2 (D569941WIN9) (Intel Core i7 (12th Gen) 32GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3070 Ti,32GB,1TB,2.34 Kg,Yes,,"Rs. 2,80,490"
1593,Dell 3511 (D560749WIN9S) (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,512GB,1.85 Kg,Yes,,"Rs. 39,990"
1594,Lenovo 5 15ALC05 (82LN00R9IN) (Ryzen 5 8GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,AMD Radeon,8GB,512GB,1.66 Kg,Yes,No,"Rs. 50,990"
1595,Asus OLED UX3402ZA-KM531WS (Intel Core i5 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2880 x 1800 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,16GB,512GB,1.39 Kg,Yes,Yes,"Rs. 89,990"
1596,Asus S3502ZA-L502WS (Intel Core i5 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,16GB,512GB,1.8 Kg,Yes,Yes,"Rs. 69,990"
1597,Asus FX517ZM-HN041WS (Intel Core i7 (12th Gen) 16GB 512GB SSD 6GB Graphics Windows 11) Laptop,Windows 11,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3060,16GB,512GB,2 Kg,Yes,,"Rs. 1,29,990"
1598,MSI 12UGSO-623IN ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),2560 x 1440 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3070 Ti,16GB,1TB,2.38 Kg,Yes,No,"Rs. 2,04,990"
1599,Asus GA402RJ-L8181WS ( 16GB 1TB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2560 x 1600 pixels,No,AMD Octa-Core Ryzen 7,AMD Radeon RX 6700S,16GB,1TB,1.72 Kg,Yes,,"Rs. 1,52,990"
1600,Acer EX215-54 (UN.EGJSI.005) (Intel Core i3 (11th Gen) 4GB 1TB HDD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,4GB,1TB,1.70 Kg,Yes,,"Rs. 34,000"
1601,Dell X17 R2 (D569943WIN9) (Intel Core i7 (12th Gen) 32GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3070 Ti,32GB,1TB,2.34 Kg,Yes,,"Rs. 2,99,990"
1602,HP x360 14-dy1050TU (67G63PA) ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,Yes,Intel Core i7 (11th Gen),Intel Iris Xe,16GB,512GB,1.52 Kg,Yes,,"Rs. 89,999"
1603,Dell 3405 (D552235WIN9B) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,AMD Dual-Core Ryzen 3,AMD Radeon,8GB,512GB,1.59 Kg,Yes,,"Rs. 38,650"
1604,HP 16-e1062AX (6H5W2PA) ( 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16.1 inch(40.89 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,NVIDIA GeForce RTX 3050,8GB,512GB,2.48 Kg,Yes,No,"Rs. 67,438"
1605,Dell G15-5511 (D560728WIN9B) ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i7 (11th Gen),NVIDIA GeForce RTX 3050 Ti,16GB,512GB,2.65 Kg,Yes,,"Rs. 1,02,990"
1606,Asus GV301RA-LJ031WS ( 16GB 1TB SSD Windows 11) Laptop,Windows 11 Home Basic,13.4 inch(34.04 cm),1920 x 1200 pixels,Yes,AMD Octa-Core Ryzen 7,AMD Radeon,16GB,1TB,1.30 Kg,Yes,Yes,"Rs. 1,21,990"
1607,Asus GA402RJZ-L4134WS ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1200 pixels,No,AMD Octa-Core Ryzen 7,AMD Radeon RX 6700S,16GB,1TB,1.65 Kg,Yes,,"Rs. 1,29,990"
1608,HP 16-e1061AX (6H5W1PA) ( 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16.1 inch(40.89 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3050 Ti,8GB,512GB,2.48 Kg,Yes,,"Rs. 94,490"
1609,Lenovo 5 15ACH6 (82JW00E2IN) ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3050,16GB,512GB,2.4 Kg,Yes,No,"Rs. 1,15,900"
1610,Microsoft Surface 4 (5PB-00049) ( 8GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.5 inch(34.29 cm),2256 x 1504 pixels,No,AMD Hexa-Core Ryzen 5,AMD Radeon,8GB,256GB,1.26 Kg,Yes,,"Rs. 73,990"
1611,HP 15-ef1050nr (2W7N9UA) ( 8GB 256GB SSD Windows 10) Laptop,Windows 10,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Dual-Core Ryzen 3,AMD Radeon,8GB,256GB,1.69 Kg,Yes,,"Rs. 78,044"
1612,HP 15s-du3519TX (6C4B5PA) (Intel Core i5 (11th Gen) 8GB 512GB SSD 2GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),NVIDIA GeForce MX450,8GB,512GB,1.75 Kg,Yes,,"Rs. 55,990"
1613,Lenovo Gaming 3 15ACH6 (82K201YCIN) ( 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,NVIDIA GeForce GTX 1650,8GB,512GB,2.25 Kg,Yes,,"Rs. 56,135"
1614,Dell 13 9315 (ICC-C786506WIN8) ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.4 inch(34.04 cm),1920 x 1200 pixels,No,Intel Core i7 (12th Gen),Intel Iris Xe,16GB,512GB,1.17 Kg,Yes,Yes,"Rs. 1,30,000"
1615,Asus FX577ZM-HQ067WS ( 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),2560 x 1440 pixels,,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3060,16GB,1TB,2.20 Kg,Yes,,"Rs. 1,22,990"
1616,Microsoft Surface Pro 8 (8PQ-00029) (Intel Core i5 (11th Gen) 8GB 256GB SSD Windows 11) Laptop,Windows 11,13 inch(33.02 cm),2880 x 1920 pixels,Yes,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,256GB,1.94 Kg,Yes,,"Rs. 1,03,990"
1617,Dell 3515 (D560793WIN9B) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Dual-Core Ryzen 3,AMD Radeon,8GB,512GB,1.8 Kg,Yes,,"Rs. 35,990"
1618,Lenovo V15 (82KB0003GE) (Intel Core i3 (11th Gen) 8GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,256GB,1.70 Kg,Yes,,"Rs. 36,990"
1619,Asus GA402RJ-L8182WS ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2560 x 1600 pixels,No,AMD Octa-Core Ryzen 7,AMD Radeon RX 6700S,16GB,1TB,1.72 Kg,Yes,,"Rs. 1,52,990"
1620,Asus GA402RK-L8147WS ( 32GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2560 x 1600 pixels,No,AMD Octa-Core Ryzen 9,AMD Radeon RX 6800S,32GB,1TB,1.72 Kg,Yes,,"Rs. 1,76,990"
1621,Apple MV972HN/A (Intel Core i5 (8th Gen) 8GB 512GB SSD macOS Mojave) Laptop,macOS Mojave,13.3 inch(33.78 cm),2560 x 1600 pixels,No,Intel Core i5 (8th Gen),Intel Iris Plus 655,8GB,512GB,1.37 Kg,Yes,Yes,"Rs. 1,62,490"
1622,Asus G513QR-HF302WS ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3070,16GB,1TB,2.30 Kg,,,"Rs. 1,44,700"
1623,Dell (D560721WIN9BD) ( 8GB 1TB256GB SSD HDD Windows 11) Laptop,Windows 11,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Integrated,8GB,1TB,1.85 Kg,Yes,,"Rs. 56,990"
1624,HP 14s-ER0503TU (49L36PA) (Intel Core i5 (10th Gen) 8GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (10th Gen),Intel UHD,8GB,512GB,1.49 Kg,Yes,No,"Rs. 57,666"
1625,Dell 15 5518 (D560479WIN9S) (Intel Core i5 (11th Gen) 16GB Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,16GB,512GB,1.65 Kg,Yes,No,"Rs. 74,749"
1626,Asus GX650RXZ-LB226WS ( 32GB 2TB SSD 16GB Graphics Windows 11) Laptop,Windows 11,16 inch(40.64 cm),3840 x 2400 pixels,Yes,AMD Octa-Core Ryzen 9,NVIDIA GeForce RTX 3080 Ti,32GB,2TB,2.55 Kg,Yes,,"Rs. 3,15,480"
1627,Dell 3511 (D560570WIN9S) (Intel Core i3 (11th Gen) 8GB 1TB256GB SSD HDD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,1TB,1.8 Kg,Yes,No,"Rs. 44,000"
1628,Dell G15-5525 (D560820WIN9B) ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3050 Ti,16GB,512GB,2.51 Kg,Yes,No,"Rs. 1,05,990"
1629,Asus GA503RM-LN143WS ( 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),2560 x 1440 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3060,16GB,1TB,1.90 Kg,Yes,,"Rs. 1,15,990"
1630,Dell G15-5521 SE (D560738WIN9B) ( 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),2560 x 1440 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3060,16GB,1TB,2.57 Kg,Yes,No,"Rs. 1,37,990"
1631,Asus G513RC-HN085WS ( 2GB 1TB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3050,16GB,1TB,2.1 Kg,,,"Rs. 94,990"
1632,Lenovo Gen 2 (20VD011CIH) (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,512GB,,Yes,,"Rs. 82,999"
1633,HP 15s-fr5007TU (6P130PA) (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,8GB,512GB,2.21 Kg,Yes,,"Rs. 56,990"
1634,Asus U603ZM-K8034WS ( 16GB 512GB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),2560 x 1600 pixels,No,Intel Core i7 (12th Gen),Intel UHD 630,16GB,512GB,2 Kg,Yes,,"Rs. 1,74,990"
1635,Asus X415EP-EB562WS (Intel Core i5 (11th Gen) 8GB 512GB SSD 2GB Graphics Windows 11) Laptop,Windows 11 Home Basic,14.1 inch(35.81 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),NVIDIA GeForce MX330,8GB,512GB,1.6 Kg,Yes,Yes,"Rs. 56,150"
1636,Asus FX506HC-HN119W ( 8GB 1TB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),NVIDIA GeForce RTX 3050,8GB,1TB,,,,"Rs. 69,990"
1637,Dell 7620 (D560775WIN9S) (Intel Core i5 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),1920 x 1080 pixels,Yes,Intel Core i5 (12th Gen),Intel Integrated,16GB,512GB,2.10 Kg,Yes,Yes,"Rs. 88,490"
1638,Dell 3425 (D552242WIN9S) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11,14 inch(35.56 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,AMD Radeon,8GB,512GB,1.59 Kg,Yes,,"Rs. 53,690"
1639,Lenovo V15 (82C700H3IH) (Ryzen 3 4GB 1TB HDD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1366 x 768 pixels,No,AMD Dual-Core Ryzen 3,AMD Radeon,4GB,1TB,1.8 Kg,"Yes, 0.3 MP",No,"Rs. 29,490"
1640,Dell 5625 (D552238WIN9S) ( 16GB 512GB SSD Windows 11) Laptop,Windows 11,16 inch(40.64 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,AMD Radeon Graphics,16GB,512GB,1.91 Kg,Yes,,"Rs. 73,890"
1641,Microsoft Surface 4 (5AI-00121) (Intel Core i5 (11th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.5 inch(34.29 cm),2256 x 1504 pixels,No,Intel Core i5 (11th Gen),Intel Integrated,16GB,512GB,1.29 Kg,"Yes, 8 MP",,"Rs. 1,47,990"
