Laptop Model,Features,Price,Links
Asus FA617XS-N3026WS ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '16 inch(40.64 cm)', 'Screen Resolution': '1920 x 1200 pixels', 'Display Feature': 'F+ 16:10 (1920 x 1200, WUXGA), 165Hz IPS-Level Anti-Glare Display, 7ms, 250 Nits 1000:1', 'Touchscreen': 'No', 'Processor': 'AMD Octa-Core Ryzen 9', 'Processor Model': '7940HS', 'Processor Clock Speed': '4.8GHz', 'Cache': '16 MB', 'Graphics Processor': 'AMD Radeon RX 7600S', 'Graphics Memory': '8 GB', 'RAM': '16GB', 'RAM Upgradable to': 'Up to 32GB', 'Memory Slots': '2', 'RAM Type': 'DDR5', 'RAM Speed': '4800MHz', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '1TB', 'Weight': '2.20 Kg', 'Dimensions (mm)': '431 x 312 x 10.4', 'Colour': 'Sandstorm', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes', 'USB Type C': 'Yes, 2', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '240 W', 'Battery Life (Up to)': '13.6 Hrs', 'Battery Cell': '4 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Backlit Chiclet Keyboard'}","Rs. 1,38,999",https://pricebaba.com/laptop/asus-fa617xs-n3026ws-16gb-1tb-ssd-8gb-graphics-windows
Asus FA577RM-HN090WS ( 16GB 512GB SSD 6GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F (1920 x 1080) Value IPS-level display panel having 16:9 Aspect Ratio || 144Hz Refresh Rate || 250nits Brightness', 'Touchscreen': 'No', 'Processor': 'AMD Octa-Core Ryzen 7', 'Processor Model': '6800H', 'Processor Clock Speed': '4.7GHz', 'Cache': '20 MB', 'Graphics Processor': 'NVIDIA GeForce RTX 3060', 'Graphics Memory': '6 GB', 'RAM': '16GB', 'RAM Upgradable to': 'Up to 32GB', 'Memory Slots': '2', 'RAM Type': 'DDR5', 'RAM Speed': '1752MHz', 'Hard Drive Capacity': '512GB', 'Weight': '2.20 Kg', 'Dimensions (mm)': '354 x 251 x 24.9', 'Colour': 'Jaeger Gray', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.2', 'USB Type C': 'Yes, 2', 'Input': 'Headphone + Microphone Combo Jack', 'Audio Technology': 'AI noise-canceling technology', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Cell': '4 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Backlit Chiclet Keyboard 1-Zone RGB', 'Fingerprint Scanner': 'No'}","Rs. 1,04,990",https://pricebaba.com/laptop/asus-fa577rm-hn090ws-16gb-512gb-ssd-6gb-graphics-windows
HP x360 15-er0010nr (2Z0H2UA) (Intel Core i5 (11th Gen) 12GB 256GB SSD Windows 10) Laptop,"{'Operating System': 'Windows 10 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'Diagonal, F (1920 x 1080), Multitouch-Enabled, IPS, Edge-To-Edge Glass, Micro-Edge, 250 Nits, 45% NTSC', 'Touchscreen': 'Yes', 'Chipset': 'Intel Integrated SoC', 'Processor': 'Intel Core i5 (11th Gen)', 'Processor Model': '1135G7', 'Processor Clock Speed': '4.2GHz', 'Cache': '8 MB', 'Graphics Processor': 'Intel Iris Xe', 'RAM': '12GB', 'RAM Upgradable to': 'Up to 12GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '256GB', 'Weight': '1.79 Kg', 'Dimensions (mm)': '357.6 x 229.2 x 20.6', 'Colour': 'Natural Silver', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.0', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Audio Technology': 'HP Audio Boost', 'Webcam': 'Yes', 'Adapter': '45 W', 'Battery Life (Up to)': '7.15 Hrs', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion'}","Rs. 1,19,171",https://pricebaba.com/laptop/hp-x360-15-er0010nr-2z0h2ua-intel-core-i5-11th-gen-12gb-256gb-ssd-windows
Asus M3504YA-LK541WS ( 16GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Type': 'OLED', 'Display Feature': 'F (1920 x 1080) OLED 16:9 Aspect Ratio, 0.2ms Response Time, 60Hz Refresh Rate, VESA CERTIFIED Display R True Black 600, Glossy Display, (Screen-to-Body Ratio)84%', 'Touchscreen': 'No', 'Processor': 'AMD Hexa-Core Ryzen 5', 'Processor Model': '7530U', 'Processor Clock Speed': '4.2GHz', 'Cache': '16 MB', 'Graphics Processor': 'AMD Radeon', 'RAM': '16GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '512GB', 'Weight': '1.70 Kg', 'Dimensions (mm)': '359.7 x 232.5 x 17.9', 'Colour': 'Indie Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.3', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Precision TouchPad', 'Keyboard': 'Backlit Chiclet Keyboard With Num-Key, 1.4mm Key-Travel'}","Rs. 60,969",https://pricebaba.com/laptop/asus-m3504ya-lk541ws-16gb-512gb-ssd-windows
Asus FX507VV-LP071WS ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F (1920 x 1080) 16:9, 144Hz vIPS-Level Anti-Glare Display, 250Nits 1000:1', 'Touchscreen': 'No', 'Processor': 'Intel Core i9 (13th Gen)', 'Processor Model': '13900H', 'Processor Clock Speed': '2.6GHz', 'Cache': '24 MB', 'Graphics Processor': 'NVIDIA GeForce RTX 4060', 'Graphics Memory': '8 GB', 'RAM': '16GB', 'RAM Upgradable to': 'Up to 32GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '1TB', 'Weight': '2.20 Kg', 'Dimensions (mm)': '280 x 250 x 60', 'Colour': 'Mecha Gray', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '240 W', 'Battery Cell': '4 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad', 'Keyboard': 'Backlit Chiclet Keyboard 1-Zone RGB'}","Rs. 1,70,999",https://pricebaba.com/laptop/asus-fx507vv-lp071ws-16gb-1tb-ssd-8gb-graphics-windows
Asus GZ301VIC-MU004WS ( 32GB 1TB SSD 8GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '13.4 inch(34.04 cm)', 'Screen Resolution': '2560 x 1600 pixels', 'Display Feature': 'Q+ 16:10 (2560 x 1600, WQXGA) IPS-Level Glossy Display Refresh Rate: 165Hz Adaptive-Sync Pantone Validated Support stylus: Yes MUX Switch + Optimus Support Dolby Vision R : Yes', 'Touchscreen': 'No', 'Processor': 'Intel Core i9 (13th Gen)', 'Processor Model': '13900H', 'Processor Clock Speed': '2.6GHz', 'Cache': '24 MB', 'Graphics Processor': 'NVIDIA GeForce RTX 4070', 'Graphics Memory': '8 GB', 'RAM': '32GB', 'RAM Upgradable to': 'Up to 32GB', 'Memory Slots': '2', 'RAM Type': 'LPDDR5', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '1TB', 'Weight': '1.32 Kg', 'Dimensions (mm)': '302 x 214 x 20', 'Colour': 'Acronym', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.2', 'USB Type C': 'Yes, 2', 'Input': 'Headphone + Microphone Combo Jack', 'Audio Technology': 'AI Noise-Canceling Technology', 'Webcam': 'Yes, 13 MP', 'Adapter': '130 W', 'Battery Cell': '4 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad', 'Keyboard': 'Backlit Chiclet Keyboard Single Light'}","Rs. 3,16,800",https://pricebaba.com/laptop/asus-gz301vic-mu004ws-32gb-1tb-ssd-8gb-graphics-windows
Asus GA402XZ-N2020WS ( 32GB 1TB SSD 12GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '14 inch(35.56 cm)', 'Screen Resolution': '2560 x 1600 pixels', 'Display Feature': 'Q+ 16:10 (2560 x 1600, WQXGA) IPS-level Anti-Glare Display DCI-P3: 100% Refresh Rate: 165Hz Response Time: 3ms G-Sync Pantone Validated MUX Switch + NVIDIA Advanced Optimus Support Dolby Vision R : Yes', 'Touchscreen': 'No', 'Processor': 'AMD Octa-Core Ryzen 9', 'Processor Model': '7940HS', 'Processor Clock Speed': '4.8GHz', 'Cache': '16 MB', 'Graphics Processor': 'NVIDIA GeForce RTX 4080', 'Graphics Memory': '12 GB', 'RAM': '32GB', 'RAM Upgradable to': 'Up to 32GB', 'Memory Slots': '2', 'RAM Type': 'DDR5', 'RAM Speed': '4800MHz', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '1TB', 'Weight': '1.72 Kg', 'Dimensions (mm)': '312 x 227 x 20.5', 'Colour': 'Eclipse Gray AniMe Matrix version', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.3', 'USB Type C': 'Yes, 2', 'Input': 'Headphone + Microphone Combo Jack', 'Audio Technology': 'AI Noise-Canceling Technology', 'Webcam': 'Yes', 'Adapter': '240 W', 'Battery Cell': '4 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad', 'Keyboard': 'Backlit Chiclet Keyboard 1-Zone RGB'}","Rs. 2,66,990",https://pricebaba.com/laptop/asus-ga402xz-n2020ws-32gb-1tb-ssd-12gb-graphics-windows
Asus G713PI-LL057WS ( 32GB 1TB SSD 8GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '17.3 inch(43.94 cm)', 'Screen Resolution': '2560 x 1440 pixels', 'Display Feature': 'WQ (2560 x 1440) 16:9, 240Hz IPS-Level Anti-Glare Display, 3ms, 300Nits 1000:1, 100% DCI-P3 %', 'Touchscreen': 'No', 'Processor': 'AMD Hexadeca-Core Ryzen 9', 'Processor Model': '7945HX', 'Processor Clock Speed': '4.8GHz', 'Cache': '64 MB', 'Graphics Processor': 'NVIDIA GeForce RTX 4070', 'Graphics Memory': '8 GB', 'RAM': '32GB', 'RAM Upgradable to': 'Up to 32GB', 'Memory Slots': '2', 'RAM Type': 'DDR5', 'RAM Speed': '4800MHz', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '1TB', 'Weight': '2.80 Kg', 'Dimensions (mm)': '495 x 354 x 10.4', 'Colour': 'Eclipse Gray', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes', 'USB Type C': 'Yes, 2', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '280 W', 'Battery Cell': '4 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad', 'Keyboard': 'Backlit Chiclet Keyboard Per-Key RGB'}","Rs. 2,25,960",https://pricebaba.com/laptop/asus-g713pi-ll057ws-32gb-1tb-ssd-8gb-graphics-windows
Acer A515-56 (NX.A1GSI.00A) (Intel Core i3 (11th Gen) 4GB 256GB SSD Windows 10) Laptop,"{'Operating System': 'Windows 10 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Type': 'LED', 'Display Feature': ', high-brightness Acer ComfyView LED-backlit TFT LCD Display', 'Touchscreen': 'No', 'Processor': 'Intel Core i3 (11th Gen)', 'Processor Model': '1115G4', 'Cache': '6 MB', 'Graphics Processor': 'Intel UHD', 'RAM': '4GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'RAM Speed': '2933MHz', 'Hard Drive Capacity': '256GB', 'Weight': '1.65 Kg', 'Dimensions (mm)': '363.4 x 238.5 x 17.9', 'Colour': 'Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Battery, AC Adapter, User Guide', 'USB 3.0': 'Yes, 2', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.0', 'Optical Drive': 'No', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Speakers': 'Yes', 'Audio Technology': 'Acer TrueHarmony technology, Built-in Dual Speakers', 'Webcam': 'Yes', 'Adapter': '45 W AC Adapter W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad with Multi-Touch Gestures Enabled', 'Keyboard': '100- 101- 104-key FineTip with independent numeric keypad, Yes', 'Fingerprint Scanner': 'No'}","Rs. 37,990",https://pricebaba.com/laptop/acer-a515-56-nx-a1gsi-00a-intel-core-i3-11th-gen-4gb-windows
MSI B13UDXK-255IN ( 16GB 512GB SSD 6GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '17.3 inch(43.94 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F (1920x1080), 144Hz, 45% NTSC, IPS-Level Panel', 'Touchscreen': 'No', 'Processor': 'Intel Core i7 (13th Gen)', 'Processor Model': '13620H', 'Processor Clock Speed': '4.8GHz', 'Graphics Processor': 'NVIDIA GeForce RTX 3050', 'Graphics Memory': '6 GB', 'RAM': '16GB', 'RAM Upgradable to': 'Up to 64GB', 'Memory Slots': '2', 'RAM Type': 'DDR5', 'Hard Drive Capacity': '512GB', 'Weight': '2.8 Kg', 'Dimensions (mm)': '398 x 273 x 25', 'Colour': 'Black', 'Warranty': '2 Years', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.2', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': '4-Zone RGB Gaming Keyboard'}","Rs. 1,07,000",https://pricebaba.com/laptop/msi-b13udxk-255in-16gb-512gb-ssd-6gb-graphics-windows
Asus OLED X1605VA-MB541WS ( 16GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '16 inch(40.64 cm)', 'Screen Resolution': '1920 x 1200 pixels', 'Display Feature': 'WUXGA (1920 x 1200) Anti-Glare Display Having 16:10 Aspect Ratio, IPS-Level Panel, 60Hz Refresh Rate, 300Nits Brightness', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (13th Gen)', 'Processor Model': '13500H', 'Processor Clock Speed': '2.6GHz', 'Cache': '18 MB', 'Graphics Processor': 'Intel Iris Xe', 'RAM': '16GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '512GB', 'Weight': '1.88 Kg', 'Dimensions (mm)': '358.7 x 249.5 x 19.9', 'Colour': 'Indie Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.0', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Audio Technology': 'SonicMaster', 'Webcam': 'Yes', 'Battery Life (Up to)': '6 Hrs', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Integrated With Touchpad', 'Keyboard': 'Backlit Chiclet Keyboard With Num-Key', 'Fingerprint Scanner': 'Yes'}","Rs. 67,990",https://pricebaba.com/laptop/asus-oled-x1605va-mb541ws-16gb-512gb-ssd-windows
Asus 14X K3405VF-LY541WS ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '14 inch(35.56 cm)', 'Screen Resolution': '1920 x 1200 pixels', 'Display Feature': 'WUXGA (1920 x 1200) Display Having 16:10 Aspect Ratio. 60Hz Refresh Rate, 300 Nits Brightness', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (13th Gen)', 'Processor Model': '13500H', 'Processor Clock Speed': '2.6GHz', 'Cache': '18 MB', 'Graphics Processor': 'NVIDIA GeForce RTX 2050', 'Graphics Memory': '4 GB', 'RAM': '16GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '512GB', 'Weight': '1.40 Kg', 'Dimensions (mm)': '317.7 x 222.5 x 18.9', 'Colour': 'Indie Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.3', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '90 W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad', 'Keyboard': 'Backlit Chiclet Keyboard', 'Fingerprint Scanner': 'Yes'}","Rs. 83,521",https://pricebaba.com/laptop/asus-14x-k3405vf-ly541ws-16gb-512gb-ssd-4gb-graphics-windows
Asus 15 OLED E1504GA-LK322WS ( 8GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Type': 'OLED', 'Display Feature': 'F (1920 x 1080) OLED 16:9 Aspect Ratio, 60Hz Refresh Rate Display, 0.2ms Response Time 600 Nits R Peak Brightness VESA CERTIFIED Display R True Black 500 100% DCI-P3 Color Gamut PANTONE Validated Glossy Display', 'Touchscreen': 'No', 'Processor': 'Intel Core i3 (12th Gen)', 'Processor Model': 'N305', 'Processor Clock Speed': '1.8GHz', 'Cache': '6 MB', 'Graphics Processor': 'Intel UHD', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 8GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '512GB', 'Weight': '1.63 Kg', 'Dimensions (mm)': '480 x 295 x 64', 'Colour': 'Mixed Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.0', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Life (Up to)': '6 Hrs', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Backlit'}","Rs. 44,990",https://pricebaba.com/laptop/asus-15-oled-e1504ga-lk322ws-8gb-512gb-ssd-windows
Dell 15 3511 (D560506WIN9BE) (Intel Core i5 (11th Gen) 8GB 256GB SSD Windows 10) Laptop,"{'Operating System': 'Windows 10 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Type': 'LED', 'Display Feature': 'Anti-glare Display', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (11th Gen)', 'Processor Model': '1135G7', 'Processor Clock Speed': '2.4GHz', 'Cache': '8 MB', 'Graphics Processor': 'Intel Iris Xe', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 16GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'RAM Speed': '2666MHz', 'Hard Drive Capacity': '256GB', 'Weight': '1.85 Kg', 'Dimensions (mm)': '386 x 236 x 19', 'Colour': 'Carbon Grey', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Battery, AC Adapter, User Guide', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.0', 'Optical Drive': 'No', 'Input': 'Headphone + Microphone Combo Jack', 'Audio Technology': 'Waves Maxx Audio Pro', 'Webcam': 'Yes', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Po', 'Pointing Device': 'Touchpad with Multi-Touch Gestures Enabled', 'Keyboard': 'English International Non Backlit Keyboard', 'Fingerprint Scanner': 'No'}","Rs. 51,990",https://pricebaba.com/laptop/dell-15-3511-d560506win9be-intel-core-i5-11th-gen-8gb-windows
HP 16-e0333AX (7K4H5PA) ( 16GB 512GB SSD 6GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '16.1 inch(40.89 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'Diagonal, F (1920 x 1080), 144 Hz, 7 ms Response Time, IPS, Micro-Edge, Anti-Glare, Low Blue Light, 300 Nits, 100% sRGB', 'Touchscreen': 'No', 'Chipset': 'AMD Integrated SoC', 'Processor': 'AMD Hexa-Core Ryzen 5', 'Processor Model': '5600H', 'Processor Clock Speed': '4.2GHz', 'Cache': '16 MB', 'Graphics Processor': 'NVIDIA GeForce RTX 3060', 'Graphics Memory': '6 GB', 'RAM': '16GB', 'RAM Upgradable to': 'Up to 32GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'RAM Speed': '3200', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '512GB', 'Weight': '2.46 Kg', 'Dimensions (mm)': '370 x 260 x 23.5', 'Colour': 'Mica Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.2', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Audio Technology': 'HP Audio Boost', 'Webcam': 'Yes', 'Adapter': '200 W', 'Battery Life (Up to)': '8 Hrs', 'Battery Cell': '4 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Backlit'}","Rs. 1,09,018",https://pricebaba.com/laptop/hp-16-e0333ax-7k4h5pa-16gb-512gb-ssd-6gb-graphics-windows
Dell 15 9510 (D560054WIN9S) ( 16GB 512GB SSD 4GB Graphics Windows 10) Laptop,"{'Operating System': 'Windows 10 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1200 pixels', 'Display Feature': 'U+ Display', 'Touchscreen': 'Yes', 'Processor': 'Intel Core i7 (11th Gen)', 'Processor Model': '11800H', 'Processor Clock Speed': '4.7GHz', 'Cache': '24 MB', 'Graphics Processor': 'NVIDIA GeForce RTX 3050 Ti', 'Graphics Memory': '4 GB', 'RAM': '16GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '512GB', 'Weight': '2.01 Kg', 'Dimensions (mm)': '344.7 x 230.1 x 18', 'Colour': 'Platinum Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.0', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Battery Cell': '6 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Internal US/International Qwerty Backlit Keyboard With Finger Print Reader', 'Fingerprint Scanner': 'Yes'}","Rs. 1,99,900",https://pricebaba.com/laptop/dell-15-9510-d560054win9s-16gb-512gb-ssd-4gb-graphics-windows
HP 840 G8 (6E323PA) (Intel Core i7 (11th Gen) 16GB 512GB SSD Windows 11 Pro) Laptop,"{'Operating System': 'Windows 11 Professional', 'Screen Size': '14 inch(35.56 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'Diagonal, F (1920 x 1080), IPS, Anti-Glare, 250 Nits, 45% NTSC[15,16]', 'Touchscreen': 'No', 'Processor': 'Intel Core i7 (11th Gen)', 'Processor Model': '1165G7', 'Processor Clock Speed': '4.7GHz', 'Cache': '12 MB', 'Graphics Processor': 'Intel Iris Xe', 'RAM': '16GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '512GB', 'Weight': '1.32 Kg', 'Dimensions (mm)': '323.4 x 214.6 x 17.9', 'Colour': 'Pike Silver Aluminum', 'Warranty': '3 Years', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.0', 'Input': 'Headphone + Microphone Combo Jack', 'Speakers': 'Yes', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Clickpad With Multi-Touch Gesture Support', 'Keyboard': 'HP Premium Collaboration Keyboard “ Spill-Resistant, Backlit Keyboard', 'Fingerprint Scanner': 'Yes'}","Rs. 1,30,940",https://pricebaba.com/laptop/hp-840-g8-6e323pa-intel-core-i7-11th-gen-16gb-512gb-ssd-windows
